Date,Month,Day,Year,Day_name,url,Warm_Up,A,B
2022-08-01,August,1,2022,Monday,https://www.crossfitinvictus.com/wod/August-1-2022-performance/,".
One set of:
Run x 400 meters, nasal breathing only
Followed by…
Two sets of:
Single-Under x 50 reps
Bodyweight Walking Lunges x 25 reps
Then…","Five rounds for time:
50 Double-Unders
400 Meter Run
30/22 Calories of Assault Bike
20 Walking Lunges with Farmer’s Carry (24/16 kg KBs)
Time Cap = 40:00 Minutes",
2022-08-02,August,2,2022,Tuesday,https://www.crossfitinvictus.com/wod/August-2-2022-performance/,".
Two sets of:
Row x 200 meters
Rower Pike-up or Tuck-up
x 10 reps
Followed by…
Two sets of:
Kip Swing x 10 reps
Piked Handstand Push-up
x 10 reps
Dumbbell Suitcase Deadlift x 10 reps per side
Then…","For max reps:
60 seconds of Bar Muscle-Ups or Strict Pull-Ups
Rest 60 seconds
60 seconds of Strict Handstand Push-Ups
Rest 60 seconds
60 seconds of Rowing (for Calories)
Rest 60 seconds
60 seconds of Single-Arm Alternating Dumbbell Snatches (50/35 lbs)
Rest 60 seconds
60 seconds of Ring or Stationary Dips
Rest 60 seconds
60 seconds of Front-Leaning Rest
Compare your results to January 28, 2022
Rest 4 minutes until the running clock reaches 15:00, and then…","Every minute, on the minute, for 24 minutes (4 sets) of:
Minute 1 – Bar Muscle-Ups or Strict Pull-Ups x 60% of Reps Achieved in 60 seconds
Minute 2 – Strict Handstand Push-Ups x 60% of Reps Achieved in 60 seconds
Minute 3 – Rowing x 60% of Calories Achieved in 60 seconds
Minute 4 – Single-Arm Alternating Dumbbell Snatches x 60% of Reps Achieved in 60 seconds
Minute 5 – Ring or Stationary Dips x 60% of Reps Achieved in 60 seconds
Minute 6 – 40 seconds of Front-Leaning Rest"
2022-08-03,August,3,2022,Wednesday,https://www.crossfitinvictus.com/wod/August-3-2022-performance/,".
One set of:
Assault Bike x 1 mile, nasal breathing only
Followed by…
One set of:
“Barbell Back Squat Warm-up”
Low-Loaded Horse Stance x 30 seconds
Low-Loaded Horse Stance Squats x 6 reps
Low-Loaded Cossack Squats x 6 reps per side
Side-Bends x 12 per side
Good Morning x 6 reps
Kang Squat x 6 reps
Back Squat x 6 reps
Then…","Every 2:30, for 12:30 (5 sets):
Back Squat
*Sets 1-3 = 3 reps @ 85-88%
*Sets 4-5 = 6 reps @ 75-78%
The goal is to aim for the top % listed but if you think you may miss on the next set, lower it to the bottom %.","Every 3 minutes, for 15 minutes (5 sets) of:
12 Burpee Box Jump-Overs (24″/20″)
20 Wall Ball Shots (20/14 lbs)"
2022-08-04,August,4,2022,Thursday,https://www.crossfitinvictus.com/wod/August-4-2022-performance/,".
One set of:
“General Rowing Warm-Up”
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
Two sets of:
Glute Bridge Walk-Out
x 5 reps @ 4040
Dumbbell Romanian Deadlift x 8 reps
Single-Arm Dumbbell Row
x 8 reps per side
Then…","Every 90 seconds, for 24 minutes (4 sets):
Station 1 – Barbell Hip Thrusts x 6-7 reps @ 20X1
(staying with weight used last week – or around 80% of your 1-RM Deadlift)
Station 2 – Slider Hamstring Curls x 10-12 reps @ 2111
(if you don’t have a Valslide or furniture sliders, perform prone lying banded leg curls for 20-25 reps)
Station 3 – Hollow Body Hold x 60 seconds
Station 4 – Supinated-Grip Bent-Over Barbell Row x 6-8 reps @ 2111","For max reps:
4 Minutes of Dumbbell Box Step-Overs (55/35 lb DBs over 20″ box)
Rest 60 seconds, and then…
C.
For max calories:
4 Minutes of Rowing"
2022-08-05,August,5,2022,Friday,https://www.crossfitinvictus.com/wod/August-5-2022-performance/,".
One set of:
Frog Stretch
x 2 minutes
Cross-Bench Pull-Over
x 10 reps
Followed by…
Two sets of:
Single-leg jump rope x 15 seconds per side
Air Squat x 15 reps
Hollow Hold x 30 seconds
Followed by…
If snatching on the Performance track today, additionally perform one to two sets of:
“Three-Position Snatch Warm-Up”
High Hang Power Snatch x 3 + 3 Overhead Squats
Low Hang Power Snatch x 2 + 2 Overhead Squats
Slow Pull Snatch x 1
Then…","Every 90 seconds, for 15 minutes (10 sets) of:
Hang Snatch + Overhead Squat
Build over the course of the 10 sets to today’s heavy.","Five rounds for time of:
6 Overhead Squats*
12 Toes to Bar
30 Double-Unders
*For the overhead squats, choose a weight that will challenge you, but you should still be able to complete the 6 reps unbroken."
2022-08-06,August,6,2022,Saturday,https://www.crossfitinvictus.com/wod/August-6-2022-performance/,".
One set of:
Row x 500m, nasal breathing only
Followed by…
Complete one to two sets of:
“Hunter’s Clean Warm-up”
Clean Grip Romanian Deadlift x 5 reps
Clean Pull x 5 reps
Front Squat x 5 reps
Hang Clean & Push Press x 5
Clean & Push Jerk x 5
Power Clean & Push Jerk x 5
Clean & Jerk x 5
Then…","In teams of two, partners will alternate complete rounds, and work through as many rounds and reps as possible in 30 minutes of:
15 Calories of Rowing
12 Deadlifts (155/105 lbs)
9 Hang Power Cleans (155/105 lbs)
6 Shoulder to Overhead (155/105 lbs)
You don’t have to perform this with a partner. If you don’t have a partner, simply use a 1:1 work:rest ratio.",
2022-08-08,August,8,2022,Monday,https://www.crossfitinvictus.com/wod/August-8-2022-performance/,".
One set of:
Assault Bike x 3 minutes, nasal breathing only
Followed by…
One to two sets of:
“Weight Plate Squat Warm-up”
Heels-elevated T-Spine Rotations x 3 per side
Heels-elevated Flex and Extend x 3
Front Foot Elevated Split Split Squats x 6 per side
Plate Elevated Cossack Squats x 6 per side
Tempo Plate Squats x 6 @ 31X1 tempo
Then…","Every 2:30, for 15 minutes (6 sets):
Back Squat
*Sets 1-3 = 2 reps @ 88-90%
*Sets 4-6 = 4 reps @ 80-83%
The goal is to aim for the top % listed but if you think you may miss on the next set, lower it to the bottom %.","Three rounds for time of:
20/15 Calories of Assault Bike
10 Dumbbell Devil’s Presses (50/35 lbs)
Compare results to March 14, 2022."
2022-08-09,August,9,2022,Tuesday,https://www.crossfitinvictus.com/wod/August-9-2022-performance/,".
One set of:
“General Running Warm-up”
Approximately 50 feet each of:
High Knees
Over-the-fence, forwards
Over-the-fence, backward
Bunny Hops
Suicides remain forward facing throughout
Followed by…
Two sets of:
Bodyweight Walking Lunge x 20 steps
Air Squat x 10 reps
Then…","Two rounds for time of:
400 Meter Run
400 Meter Ski Erg or Row
400 Meter Run
20 Walking Lunges with Farmer’s Carry (24/16 kg KBs)
400 Meter Run
30 Wall Ball Shots (14/10 lbs)
400 Meter Run
400 Meter Row or Ski Erg
Compare results with February 16, 2022.
This workout mimics elements of a Hyrox race and will help individuals start to get a feel for pacing and approach. We’re excited about helping people prepare for recreational Hyrox races and showing up in force with Invictus members and followers at several upcoming races.",
2022-08-10,August,10,2022,Wednesday,https://www.crossfitinvictus.com/wod/August-10-2022-performance/,".
One set of:
“General Rowing Warm-up”
One set of:
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
One set of:
“Banded Pushing Warm-up”
Pallof hold x 30 seconds per side
Banded Press x 10 reps high, 10 reps chest level, 10 reps towards floor
Banded Tricep Extensions x 10 reps
Lat Press-Down x 10 reps
Then…","Every 3 minutes, for 15 minutes (5 sets):
Bench Press x 3 reps
Suggested loads per set (by %): 70, 75, 80, 85, 90+
Once you have found your 3-RM, then perform the following…
Every 3 minutes, for 6 minutes (2 sets):
Bench Press x Max Reps @ -10 to 15 lbs off today’s last set","Three rounds for time of:
40/30 Calories of Rowing
20 Toes to Bar"
2022-08-11,August,11,2022,Thursday,https://www.crossfitinvictus.com/wod/August-11-2022-performance/,".
Two sets of:
Dumbbell Suitcase Deadlift x 8 reps, right
Dumbbell Waiter’s Carry x 50 feet, right
Dumbbell Suitcase Deadlift x 8 reps, left
Dumbbell Waiter’s Carry x 50 feet, left
Followed by…
Complete one to two sets of:
“Hunter’s Clean Warm-up”
Clean Grip Romanian Deadlift x 5 reps
Clean Pull x 5 reps
Front Squat x 5 reps
Hang Clean & Push Press x 5
Clean & Push Jerk x 5
Power Clean & Push Jerk x 5
Clean & Jerk x 5
Then…","Every 90 seconds, for 18 minutes (12 sets) of:
Clean & Jerk x 1 rep
Start at 60% and build each set to today’s “heavy.”","Complete as many rounds and reps as possible in 8 minutes of:
40 Air Squats
20 Kettlebell Snatches (24/16 kg – switch arms every 10 reps)
10 Chest-to-Bar Pull-Ups"
2022-08-12,August,12,2022,Friday,https://www.crossfitinvictus.com/wod/August-12-2022-performance/,".
Two sets of:
Assault Bike x 60 seconds
Kettlebell Sumo Deadlift x 12-20 reps
Followed by…
Two sets of:
“Depth Drop Warm-up”
Depth Drop x 1
Depth Drop + Max Height Jump x 2
Depth Drop + Broad Jump x 3
Then…","Three sets of:
Deadlift x 6-8 reps @ 20X1
Rest 20 seconds
Tall Box Jumps x 6 reps
(land as high and soft as possible, then step down, reset and repeat – the goal is to jump as high as possible on every repetition)
Rest 3 minutes","Complete as many rounds and reps as possible in 10 minutes of:
15/10 Calories of Assault Bike
10 Power Cleans (95/65 lbs)
20 Front-Racked Alternating Reverse Lunges (95/65 lbs)"
2022-08-13,August,13,2022,Saturday,https://www.crossfitinvictus.com/wod/August-13-2022-performance/,".
Two sets of:
Foam Roller Sprinter Hold
x 15 seconds per side
Slider Seal Walk x 25 feet forwards
, 25 feet backward
Followed by…
One set of:
“General Running Warm-up”
Approximately 50 feet each of:
High Knees
Over-the-fence, forwards
Over-the-fence, backward
Bunny Hops
Suicides remain forward-facing throughout
Then…","Every 8 minutes, for 40 minutes (5 sets) for times:
400 Meter Run
30 Wall Ball Shots (20/14 lbs)
400 Meter Run
30 Push-Ups
If any of your first sets take more than 7 minutes, reduce your reps or the distance of your run such that you are forced to work hard, but still earn 60 seconds of rest.",
2022-08-15,August,15,2022,Monday,https://www.crossfitinvictus.com/wod/August-15-2022-performance/,".
Two sets of:
Dumbbell Suitcase Deadlift x 8 reps, right
Dumbbell Waiter’s Carry x 50 feet, right
Dumbbell Suitcase Deadlift x 8 reps, left
Dumbbell Waiter’s Carry x 50 feet, left
Followed by…
“Hunter’s Clean Warm-up”
Clean Grip Romanian Deadlift x 5 reps
Clean Pull x 5 reps
Front Squat x 5 reps
Hang Clean & Push Press x 5
Clean & Push Jerk x 5
Power Clean & Push Jerk x 5
Clean & Jerk x 5
Then…","Every 2 minutes, for 20 minutes (10 sets) of:
Clean & Jerk
*Sets 1-2 – 2 reps @ 65-70%
*Sets 3-4 – 1 rep @ 75-80%
*Sets 5-6 – 1 rep @ 84-88%
*Sets 7-8 – 1 rep @ 92-96%
*Sets 9-10 – 1 rep @ 96+%
If you’re feeling good, aim for a new Clean & Jerk PR!","Every 5 minutes, for 15 minutes (3 sets) for times:
400 Meter Run
10 Strict Handstand Push-Ups
10 Ground to Overhead (135/95 lbs)
Note times for each of the three sets, and sum your total working time. The goal is to be aggressive and have the lowest total working time."
2022-08-16,August,16,2022,Tuesday,https://www.crossfitinvictus.com/wod/August-16-2022-performance/,".
One set of:
“General Rowing Warm-up”
One set of:
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Then…","Every 10 minutes, for 40 minutes (4 sets) for times:
40/30 Calories of Rowing
800 Meter Run
50 Double-Unders
Modify the workout appropriately such that you get between 2-3 minutes of rest between sets. The intent is smooth pacing and four sets that are very similar in time. If you are running over the 8-minute mark, scale back accordingly.",
2022-08-17,August,17,2022,Wednesday,https://www.crossfitinvictus.com/wod/August-17-2022-performance/,,,
2022-08-18,August,18,2022,Thursday,https://www.crossfitinvictus.com/wod/August-18-2022-performance/,".
Two sets of:
Assault Bike x 60 seconds
Kettlebell Sumo Deadlift x 12-20 reps
Followed by…
Two sets of:
“Depth Drop Warm-up”
Depth Drop x 1
Depth Drop + Max Height Jump x 2
Depth Drop + Broad Jump x 3
Then…","Four sets of:
Deadlift x 3-5 reps @ 20X1
Rest 20 seconds
Tall Box Jumps x 5 reps
(land as high and soft as possible, then step down, reset and repeat – the goal is to jump as high as possible on every repetition)
Rest 3 minutes","Complete as many rounds and reps as possible in 8 minutes of:
15 Kettlebell Swings (24/16 kg)
5 Burpee Box Jump-Overs (24″/20″)"
2022-08-19,August,19,2022,Friday,https://www.crossfitinvictus.com/wod/August-19-2022-performance/,".
One set of:
“General Rowing Warm-up”
One set of:
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
Two sets of:
Kip Swing x 10 reps
Piked Handstand Push-up
x 10 reps
Dumbbell Suitcase Deadlift x 10 reps per side
Then…","“Fran Sandwich”
For time:
1000 Meter Row
immediately followed by…
Rounds of 21, 15 and 9 reps of:
Thrusters (95/65 lbs)
Pull-Ups
immediately followed by…
800 Meter Run
Compare your results to January 26, 2022.","Two sets of:
Bulgarian Split Squat x 20 reps @ 1010
(perform 20 reps at a metronomic tempo – don’t pause at the top or bottom, just constant movement; you can use a front or back-racked barbell or dumbbells held at your sides for these, choose what you prefer and load it appropriately)
Rest 60 seconds between legs, and 2-3 minutes between sets
Compare your results to January 26, 2022."
2022-08-20,August,20,2022,Saturday,https://www.crossfitinvictus.com/wod/August-20-2022-performance/,".
One set of:
“General Running Warm-up”
Approximately 50 feet each of:
High Knees
Over-the-fence, forwards
Over-the-fence, backward
Bunny Hops
Suicides remain forward-facing throughout
Followed by…
Two sets of:
Glute Bridge Walk-Out
x 5 reps @ 4040
Dumbbell Romanian Deadlift x 8 reps
Single-Arm Dumbbell Row
x 8 reps per side
Then…","Every 8 minutes, for 32 minutes (4 sets) for times of:
400 Meter Run
6 Dumbbell Devil’s Presses
12 Dumbbell Alternating Reverse Lunges
400 Meter Run",
2022-08-22,August,22,2022,Monday,https://www.crossfitinvictus.com/wod/August-22-2022-performance/,".
One set of:
“Banded Pushing Warm-up”
Pallof hold x 30 seconds per side
Banded Press x 10 reps high, 10 reps chest level, 10 reps towards the floor
Banded Tricep Extensions x 10 reps
Lat Press-Down x 10 reps
Followed by…
Two sets of:
Kettlebell Suitcase Deadlift x 5, right side
Kettlebell Suitcase Carry x 50 feet, right side
Kettlebell Suitcase Deadlift x 5, left side
Kettlebell Suitcase Carry x 50 feet, left side
Kettlebell Sumo Deadlift x 12-20 reps
Then…","“Strict Diane”
Complete rounds of 21, 15 and 9 reps for time of:
225/155 lb Deadlifts
Strict Handstand Push-Ups
Compare your results to March 30, 2022.","Every 2 minutes, for 18 minutes (3 sets) of:
Station 1 – Barbell Hip Thrust x 6 reps @ 21X1
Station 2 – Band Pull-Aparts x 30 reps @ 1010
Station 3 – Side Plank x 45 seconds on each side"
2022-08-23,August,23,2022,Tuesday,https://www.crossfitinvictus.com/wod/August-23-2022-performance/,".
One set of:
“General Rowing Warm-up”
One set of:
Arms-only rowing x 10 reps
Hips-only rowing x 10 reps
Legs-only rowing x 10 reps
right into…
Row x 30 seconds at 20 strokes per minute
Row x 30 seconds at 22 strokes per minute
Row x 30 seconds at 24 strokes per minute
Row x 30 seconds at 26 strokes per minute
Followed by…
Two sets of:
Kip Swing x 10 reps
Piked Handstand Push-up
x 10 reps
Dumbbell Suitcase Deadlift x 10 reps per side
Then…","Every 2 minutes, for 18 minutes (3 sets each) of:
Station 1 – 4-8 Ring Muscle-Ups
Station 2 – 50-75 Foot Handstand Walk
(use a partner assist to accumulate the volume and time under tension if you’re still learning hand balancing)
Station 3 – L-Sit x 60 seconds
(accumulate the time if you’re unable to maintain this position unbroken)","Two rounds for time of:
25/20 Calories of Rowing
800 Meter Run
20 Pull-Ups
Time cap = 12 minutes"
